GO_ID	Symbol
GO:0006810	PRKAG1
GO:0006810	PARK2
GO:0006810	SNF8
GO:0006810	GSTP1
GO:0006810	TMEM38B
GO:0006810	GSN
GO:0006810	APOC1
GO:0006810	ANXA11
GO:0006810	NIPA1
GO:0006810	ANXA6
GO:0006810	SEC61A2
GO:0006810	CHP1
GO:0006810	AQP3
GO:0006810	P2RX4
GO:0006810	VPS13D
GO:0006810	SCARA5
GO:0006810	AQP7
GO:0006810	ABCC6
GO:0006810	VPS37B
GO:0006810	AAGAB
GO:0006810	ARCN1
GO:0006810	TRIM23
GO:0006810	ARF3
GO:0006810	ARL4D
GO:0006810	FURIN
GO:0006810	ARF4
GO:0006810	MAP1S
GO:0006810	GOLPH3L
GO:0006810	APOD
GO:0006810	AKAP13
GO:0006810	PAK1
GO:0006810	SLC38A10
GO:0006810	SHROOM2
GO:0006810	CANT1
GO:0006810	PDGFA
GO:0006810	C14orf79
GO:0006810	TRAPPC6B
GO:0006810	NISCH
GO:0006810	ARL1
GO:0006810	ARSA
GO:0006810	ARRB1
GO:0006810	SLC52A2
GO:0006810	HAS2
GO:0006810	ASNA1
GO:0006810	ACOT4
GO:0006810	TTC8
GO:0006810	PCM1
GO:0006810	SLC30A3
GO:0006810	SLC51B
GO:0006810	SLC30A4
GO:0006810	ASPH
GO:0006810	PCSK5
GO:0006810	ERLIN2
GO:0006810	CDC37
GO:0006810	ANO10
GO:0006810	HDLBP
GO:0006810	HTT
GO:0006810	TMEM144
GO:0006810	ATP1A3
GO:0006810	FYCO1
GO:0006810	PGAM1
GO:0006810	XK
GO:0006810	GNS
GO:0006810	GOLGB1
GO:0006810	RPH3A
GO:0006810	XPO1
GO:0006810	ATP1B3
GO:0006810	LIN7C
GO:0006810	GOT2
GO:0006810	MON1B
GO:0006810	SCAMP5
GO:0006810	SLC29A3
GO:0006810	TRAPPC8
GO:0006810	XBP1
GO:0006810	SLC25A3
GO:0006810	ATP6V1E1
GO:0006810	PEX6
GO:0006810	ATP6V0B
GO:0006810	SLC35C1
GO:0006810	ATP6AP1
GO:0006810	PEX13
GO:0006810	ATP7A
GO:0006810	ATP5O
GO:0006810	ATP7B
GO:0006810	SLC39A9
GO:0006810	ATP6V0C
GO:0006810	RAB11FIP2
GO:0006810	ATP5G3
GO:0006810	VTN
GO:0006810	BBS1
GO:0006810	PITPNA
GO:0006810	COPG1
GO:0006810	PDZD8
GO:0006810	GRB2
GO:0006810	PLA2G4A
GO:0006810	TMEM206
GO:0006810	GRN
GO:0006810	COG2
GO:0006810	GABARAPL2
GO:0006810	RHOV
GO:0006810	GRIK2
GO:0006810	GABARAP
GO:0006810	HCN2
GO:0006810	TMC6
GO:0006810	PIK3C2A
GO:0006810	PIK3C3
GO:0006810	YWHAG
GO:0006810	COPE
GO:0006810	CCND1
GO:0006810	BBS4
GO:0006810	SLCO2B1
GO:0006810	HSPA1A
GO:0006810	HSPA1B
GO:0006810	BNIP3
GO:0006810	SLC39A11
GO:0006810	HSD17B4
GO:0006810	BET1
GO:0006810	SLC16A13
GO:0006810	CREG1
GO:0006810	TRAPPC6A
GO:0006810	AGFG1
GO:0006810	DERL1
GO:0006810	ATG9A
GO:0006810	STEAP1
GO:0006810	GGH
GO:0006810	FNBP1L
GO:0006810	PIKFYVE
GO:0006810	TRDN
GO:0006810	CRTC2
GO:0006810	ABCA7
GO:0006810	NUP62CL
GO:0006810	SQSTM1
GO:0006810	OSCP1
GO:0006810	CNNM2
GO:0006810	CA2
GO:0006810	AFTPH
GO:0006810	SLC35B1
GO:0006810	CPNE3
GO:0006810	ROCK1
GO:0006810	SNX19
GO:0006810	MTMR9
GO:0006810	STAM2
GO:0006810	RP2
GO:0006810	TRPM4
GO:0006810	C3
GO:0006810	HSPA2
GO:0006810	C5AR1
GO:0006810	HSPA4
GO:0006810	RPL26
GO:0006810	RPL23A
GO:0006810	RPL22
GO:0006810	WNK4
GO:0006810	RPL18
GO:0006810	TIMM17A
GO:0006810	RPL15
GO:0006810	RPL13
GO:0006810	RPL12
GO:0006810	RPL11
GO:0006810	RPL9
GO:0006810	SLC44A3
GO:0006810	RPL7A
GO:0006810	RPL8
GO:0006810	RPL6
GO:0006810	RPL7
GO:0006810	RPL5
GO:0006810	VAMP8
GO:0006810	RPL3
GO:0006810	SLC36A1
GO:0006810	ANO5
GO:0006810	SEC23A
GO:0006810	RPS3A
GO:0006810	BECN1
GO:0006810	PINK1
GO:0006810	STX16
GO:0006810	RPS3
GO:0006810	ATP5H
GO:0006810	SLC44A5
GO:0006810	CACNB2
GO:0006810	RPL36A
GO:0006810	DDR1
GO:0006810	RPL37A
GO:0006810	HGF
GO:0006810	CALR
GO:0006810	RPL38
GO:0006810	RPL39
GO:0006810	RPL41
GO:0006810	RPL34
GO:0006810	HFE
GO:0006810	RPL35A
GO:0006810	TESC
GO:0006810	RPL37
GO:0006810	VPS33A
GO:0006810	RPL29
GO:0006810	VAT1
GO:0006810	RPL31
GO:0006810	RPL32
GO:0006810	ABCC3
GO:0006810	RPL27
GO:0006810	HHEX
GO:0006810	HIF1A
GO:0006810	RPS24
GO:0006810	ARFGAP3
GO:0006810	RPS23
GO:0006810	SNX3
GO:0006810	RPS27
GO:0006810	RPS16
GO:0006810	RPS15A
GO:0006810	RPS19
GO:0006810	RPS18
GO:0006810	RPS8
GO:0006810	RPS14
GO:0006810	RPS15
GO:0006810	RPS12
GO:0006810	CD9
GO:0006810	RPS13
GO:0006810	RPS6
GO:0006810	RPS7
GO:0006810	SLC29A2
GO:0006810	CBLB
GO:0006810	CBL
GO:0006810	CAT
GO:0006810	SLC17A5
GO:0006810	NAPG
GO:0006810	SLC43A2
GO:0006810	HMGCL
GO:0006810	RAB12
GO:0006810	RPS29
GO:0006810	PGRMC2
GO:0006810	KCNAB2
GO:0006810	PSAP
GO:0006810	TBC1D15
GO:0006810	PRTN3
GO:0006810	INHBA
GO:0006810	STXBP5
GO:0006810	SGSM3
GO:0006810	PSEN1
GO:0006810	PSEN2
GO:0006810	SLC43A1
GO:0006810	TOLLIP
GO:0006810	IMPDH1
GO:0006810	ZFAND6
GO:0006810	IGF2BP3
GO:0006810	STARD4
GO:0006810	PSMA6
GO:0006810	SCARB1
GO:0006810	CECR2
GO:0006810	PSMB7
GO:0006810	MTX2
GO:0006810	PSMB6
GO:0006810	YIPF1
GO:0006810	PSMD10
GO:0006810	PSMD4
GO:0006810	PSMD5
GO:0006810	SLC38A2
GO:0006810	HIAT1
GO:0006810	SERP1
GO:0006810	CES1
GO:0006810	CETN2
GO:0006810	ITGA2B
GO:0006810	CHMP2A
GO:0006810	PDXK
GO:0006810	ERLEC1
GO:0006810	ITGAV
GO:0006810	ITGB1
GO:0006810	EMB
GO:0006810	HYOU1
GO:0006810	SLCO6A1
GO:0006810	SLU7
GO:0006810	ARAP3
GO:0006810	CCT7
GO:0006810	RNASET2
GO:0006810	INSR
GO:0006810	KLHL20
GO:0006810	QSOX1
GO:0006810	CCT4
GO:0006810	HTATIP2
GO:0006810	AGR2
GO:0006810	PPAP2B
GO:0006810	ARFGEF2
GO:0006810	SIL1
GO:0006810	CDH17
GO:0006810	PURA
GO:0006810	CHRNA7
GO:0006810	CROT
GO:0006810	TRAPPC3
GO:0006810	FAM155B
GO:0006810	TMEM106B
GO:0006810	CHRNA5
GO:0006810	ARRDC2
GO:0006810	PTPRJ
GO:0006810	TBC1D13
GO:0006810	NUP50
GO:0006810	CHML
GO:0006810	PEX19
GO:0006810	ABCD3
GO:0006810	RAB6A
GO:0006810	PIP5K1A
GO:0006810	INTU
GO:0006810	AKR1C4
GO:0006810	RAB5B
GO:0006810	NAAA
GO:0006810	IDH1
GO:0006810	SLC39A1
GO:0006810	TMED4
GO:0006810	VPS4A
GO:0006810	CFTR
GO:0006810	RAB27B
GO:0006810	CCT8
GO:0006810	AP3M1
GO:0006810	EBP
GO:0006810	DCTN6
GO:0006810	CLTA
GO:0006810	CLU
GO:0006810	ATP2C1
GO:0006810	CLCN6
GO:0006810	KIF13A
GO:0006810	CLCN7
GO:0006810	AP2S1
GO:0006810	CHMP4B
GO:0006810	NECAB3
GO:0006810	RHOF
GO:0006810	SPTA1
GO:0006810	PRDX6
GO:0006810	COX6B1
GO:0006810	COX4I1
GO:0006810	SLC31A2
GO:0006810	VPS37A
GO:0006810	EPG5
GO:0006810	KPNA6
GO:0006810	CP
GO:0006810	COX15
GO:0006810	CYSTM1
GO:0006810	COX7A2
GO:0006810	DENND1A
GO:0006810	LGALS3
GO:0006810	COX7C
GO:0006810	COX7B
GO:0006810	FAM53C
GO:0006810	COX6C
GO:0006810	ATP6V1G1
GO:0006810	ERGIC2
GO:0006810	ATG4C
GO:0006810	VPS26A
GO:0006810	STEAP2
GO:0006810	SEC22B
GO:0006810	RAB2B
GO:0006810	AGPAT6
GO:0006810	UBAP1
GO:0006810	LIPC
GO:0006810	SPIRE2
GO:0006810	SOD1
GO:0006810	SOAT1
GO:0006810	PREPL
GO:0006810	JAGN1
GO:0006810	SNX2
GO:0006810	LMAN1
GO:0006810	LLGL1
GO:0006810	SERAC1
GO:0006810	SNX9
GO:0006810	SCARA3
GO:0006810	ABCC2
GO:0006810	SNCG
GO:0006810	APOOL
GO:0006810	MFSD5
GO:0006810	PCTP
GO:0006810	SNRPB
GO:0006810	SCAMP1
GO:0006810	CXCL16
GO:0006810	SRPRB
GO:0006810	BAG3
GO:0006810	KRT18
GO:0006810	LAMP2
GO:0006810	TEX264
GO:0006810	SLC22A5
GO:0006810	SLIT1
GO:0006810	SLC25A1
GO:0006810	SLC31A1
GO:0006810	COPA
GO:0006810	SLC4A7
GO:0006810	STX12
GO:0006810	RPH3AL
GO:0006810	CSTB
GO:0006810	SENP2
GO:0006810	NHLRC2
GO:0006810	ABCG2
GO:0006810	KCNK3
GO:0006810	SURF4
GO:0006810	CTSL
GO:0006810	STXBP2
GO:0006810	STXBP1
GO:0006810	STX5
GO:0006810	SAR1B
GO:0006810	CTSD
GO:0006810	TNPO1
GO:0006810	GOLGA7
GO:0006810	IER3IP1
GO:0006810	CUX1
GO:0006810	CTSZ
GO:0006810	UNC119B
GO:0006810	CTSS
GO:0006810	STYX
GO:0006810	ZDHHC9
GO:0006810	GSTK1
GO:0006810	STIM1
GO:0006810	TCTEX1D2
GO:0006810	CXADR
GO:0006810	PCSK9
GO:0006810	MFSD9
GO:0006810	SLC9A3R1
GO:0006810	METTL7A
GO:0006810	JUP
GO:0006810	ITPR3
GO:0006810	DYNLL2
GO:0006810	COX5A
GO:0006810	SSR3
GO:0006810	ARMC8
GO:0006810	SPCS3
GO:0006810	RIMS4
GO:0006810	ITPR1
GO:0006810	MAPK14
GO:0006810	CSE1L
GO:0006810	SRPR
GO:0006810	KCNJ16
GO:0006810	QPCT
GO:0006810	TRIP4
GO:0006810	KCNJ2
GO:0006810	SSR1
GO:0006810	ATP9B
GO:0006810	ZDHHC2
GO:0006810	VAMP3
GO:0006810	SFT2D2
GO:0006810	ZDHHC12
GO:0006810	KCNC4
GO:0006810	ERGIC1
GO:0006810	AKR1C1
GO:0006810	SYT17
GO:0006810	DDC
GO:0006810	SDCBP
GO:0006810	HEATR5A
GO:0006810	SEPP1
GO:0006810	ZDHHC24
GO:0006810	CECR1
GO:0006810	FAM21C
GO:0006810	C1orf43
GO:0006810	SCYL1
GO:0006810	MAPKAPK2
GO:0006810	RAB22A
GO:0006810	CFD
GO:0006810	SELT
GO:0006810	SLC4A11
GO:0006810	SPNS1
GO:0006810	NACAP1
GO:0006810	ZDHHC20
GO:0006810	GRAMD1B
GO:0006810	ATXN2
GO:0006810	ATXN1
GO:0006810	VAPA
GO:0006810	SLC2A14
GO:0006810	MAGT1
GO:0006810	ESYT2
GO:0006810	RASSF9
GO:0006810	CSNK1G1
GO:0006810	SLC37A1
GO:0006810	TMEM120B
GO:0006810	SCNN1A
GO:0006810	DCLK1
GO:0006810	SLC33A1
GO:0006810	COG6
GO:0006810	S100P
GO:0006810	TSKU
GO:0006810	IBTK
GO:0006810	NECAP1
GO:0006810	SYNGR3
GO:0006810	ARL6
GO:0006810	SYNGR1
GO:0006810	CD55
GO:0006810	CTAGE5
GO:0006810	UNC50
GO:0006810	MGST1
GO:0006810	SLC28A2
GO:0006810	GAPVD1
GO:0006810	MICALL1
GO:0006810	SLC9A1
GO:0006810	TRAF3IP1
GO:0006810	SLC7A2
GO:0006810	SLC16A4
GO:0006810	MAPT
GO:0006810	MAP1A
GO:0006810	LDLRAP1
GO:0006810	VPS54
GO:0006810	TANC2
GO:0006810	MAN2B1
GO:0006810	SLC12A2
GO:0006810	LIMA1
GO:0006810	MB
GO:0006810	PCYOX1
GO:0006810	SLC1A2
GO:0006810	ARHGAP21
GO:0006810	SLC4A3
GO:0006810	GULP1
GO:0006810	STON2
GO:0006810	CHMP5
GO:0006810	DOCK7
GO:0006810	SLC2A3
GO:0006810	RAB11FIP5
GO:0006810	ANKFY1
GO:0006810	LRPAP1
GO:0006810	YPEL5
GO:0006810	DYNC2LI1
GO:0006810	SLCO4C1
GO:0006810	LYN
GO:0006810	FERMT3
GO:0006810	TMEM66
GO:0006810	HSPB11
GO:0006810	DIAPH1
GO:0006810	CYB5R3
GO:0006810	GRAMD1A
GO:0006810	SLC25A14
GO:0006810	CAMSAP3
GO:0006810	DYNC1LI2
GO:0006810	MVB12B
GO:0006810	SMAD2
GO:0006810	ALS2
GO:0006810	ERGIC3
GO:0006810	SCG5
GO:0006810	ATP6V0E1
GO:0006810	NBAS
GO:0006810	RUNDC1
GO:0006810	MGAM
GO:0006810	WASL
GO:0006810	NIPA2
GO:0006810	EMP2
GO:0006810	CCDC64
GO:0006810	PLA2R1
GO:0006810	NDUFA4
GO:0006810	SPIRE1
GO:0006810	TRAK1
GO:0006810	SCAP
GO:0006810	TMEM167B
GO:0006810	NASP
GO:0006810	HABP4
GO:0006810	WASF2
GO:0006810	RAB18
GO:0006810	MYO10
GO:0006810	CNIH
GO:0006810	LMAN2L
GO:0006810	EHHADH
GO:0006810	TST
GO:0006810	MYO1C
GO:0006810	PANX2
GO:0006810	PLA2G12A
GO:0006810	MYO1E
GO:0006810	SUCNR1
GO:0006810	MYO6
GO:0006810	EEF2
GO:0006810	EIF2D
GO:0006810	SLC30A7
GO:0006810	SCAMP2
GO:0006810	SCAMP3
GO:0006810	RAB21
GO:0006810	TPD52
GO:0006810	ATP9A
GO:0006810	SNX11
GO:0006810	ORAI3
GO:0006810	SNX10
GO:0006810	CELSR2
GO:0006810	EGF
GO:0006810	UNC13A
GO:0006810	TMCC1
GO:0006810	MMGT1
GO:0006810	CLUAP1
GO:0006810	MTX1
GO:0006810	DNER
GO:0006810	PREB
GO:0006810	SLC25A24
e carrier), member 24, ERP44  -  endoplasmic reticulum protein 44, EDN1  -  endothelin 1, BCAP31  -  b-cell receptor-associated protein 31, TBC1D9B  -  tbc1 domain family, member 9b (with gram domain), OPTN  -  optineurin, ECH1  -  enoyl coa hydratase 1, peroxisomal, GGA2  -  golgi-associated, gamma adaptin ear containing, arf binding protein 2, ERC1  -  elks/rab6-interacting/cast family member 1, F10  -  coagulation factor x, SLC39A13  -  solute carrier family 39 (zinc transporter), member 13, ACSL1  -  acyl-coa synthetase long-chain family member 1, PDCD6  -  programmed cell death 6, ACSL4  -  acyl-coa synthetase long-chain family member 4, KCNE3  -  potassium voltage-gated channel, isk-related family, member 3, LAMTOR2  -  late endosomal/lysosomal adaptor, mapk and mtor activator 2, TOM1  -  target of myb1 (chicken), VEGFC  -  vascular endothelial growth factor c, ABCC5  -  atp-binding cassette, sub-family c (cftr/mrp), member 5, ABCB6  -  atp-binding cassette, sub-family b (mdr/tap), member 6, NR1H3  -  nuclear receptor subfamily 1, group h, member 3, VCP  -  valosin containing protein, TBC1D9  -  tbc1 domain family, member 9 (with gram domain), F7  -  coagulation factor vii (serum prothrombin conversion accelerator), SNX13  -  sorting nexin 13, SLC35D1  -  solute carrier family 35 (udp-glca/udp-galnac transporter), member d1, SLC43A3  -  solute carrier family 43, member 3, MFN2  -  mitofusin 2, KIAA1919  -  kiaa1919, SEC16A  -  sec16 homolog a (s. cerevisiae), UBC  -  ubiquitin c, SLC45A4  -  solute carrier family 45, member 4, ARRDC4  -  arrestin domain containing 4, MESDC2  -  mesoderm development candidate 2, COMMD1  -  copper metabolism (murr1) domain containing 1, SPCS1  -  signal peptidase complex subunit 1 homolog (s. cerevisiae), NIPAL3  -  nipa-like domain containing 3, SLC6A16  -  solute carrier family 6, member 16, STOM  -  stomatin, DMTN  -  dematin actin binding protein, SLC44A2  -  solute carrier family 44 (choline transporter), member 2, PSME4  -  proteasome (prosome, macropain) activator subunit 4, SLC23A2  -  solute carrier family 23 (ascorbic acid transporter), member 2, SLC25A42  -  solute carrier family 25, member 42, UCP2  -  uncoupling protein 2 (mitochondrial, proton carrier), SLC35A2  -  solute carrier family 35 (udp-galactose transporter), member a2, CHMP1B  -  charged multivesicular body protein 1b, DOPEY2  -  dopey family member 2, CCS  -  copper chaperone for superoxide dismutase, TMEM230  -  transmembrane protein 230, SLC27A1  -  solute carrier family 27 (fatty acid transporter), member 1, SLC35A4  -  solute carrier family 35, member a4, F11R  -  f11 receptor, SCFD1  -  sec1 family domain containing 1, SEC24D  -  sec24 family, member d (s. cerevisiae), SLC22A18  -  solute carrier family 22, member 18, MFSD3  -  major facilitator superfamily domain containing 3, PLEKHM1  -  pleckstrin homology domain containing, family m (with run domain) member 1, ACTR10  -  actin-related protein 10 homolog (s. cerevisiae), NDFIP1  -  nedd4 family interacting protein 1, SLC46A1  -  solute carrier family 46 (folate transporter), member 1, SLC46A3  -  solute carrier family 46, member 3, RAB15  -  rab15, member ras oncogene family, FKBP15  -  fk506 binding protein 15, 133kda, FKBP4  -  fk506 binding protein 4, 59kda, EHBP1  -  eh domain binding protein 1, KIF13B  -  kinesin family member 13b, SLC35C2  -  solute carrier family 35 (gdp-fucose transporter), member c2, FBXW11  -  f-box and wd repeat domain containing 11, SLC16A14  -  solute carrier family 16, member 14, DERL2  -  derlin 2, UBXN6  -  ubx domain protein 6, IFT43  -  intraflagellar transport 43 homolog (chlamydomonas), PECR  -  peroxisomal trans-2-enoyl-coa reductase, FGG  -  fibrinogen gamma chain, NSF  -  n-ethylmaleimide-sensitive factor, SLC50A1  -  solute carrier family 50 (sugar efflux transporter), member 1, SPCS2  -  signal peptidase complex subunit 2 homolog (s. cerevisiae), TVP23B  -  trans-golgi network vesicle protein 23 homolog b (s. cerevisiae), GOLT1B  -  golgi transport 1b, SLC38A9  -  solute carrier family 38, member 9, FGA  -  fibrinogen alpha chain, FGB  -  fibrinogen beta chain, ZBTB7B  -  zinc finger and btb domain containing 7b, TBC1D30  -  tbc1 domain family, member 30, RIMS3  -  regulating synaptic membrane exocytosis 3, SNX17  -  sorting nexin 17, SLC9A8  -  solute carrier family 9, subfamily a (nhe8, cation proton antiporter 8), member 8, PIEZO1  -  piezo-type mechanosensitive ion channel component 1, CEP120  -  centrosomal protein 120kda, PIP5K1C  -  phosphatidylinositol-4-phosphate 5-kinase, type i, gamma, BIN3  -  bridging integrator 3, RGP1  -  rgp1 retrograde golgi transport homolog (s. cerevisiae), NPC1  -  niemann-pick disease, type c1, SLC25A32  -  solute carrier family 25 (mitochondrial folate carrier), member 32, DUSP16  -  dual specificity phosphatase 16, TBX3  -  t-box 3, MYO5C  -  myosin vc, SCCPDH  -  saccharopine dehydrogenase (putative), IFT52  -  intraflagellar transport 52 homolog (chlamydomonas), NXT2  -  nuclear transport factor 2-like export factor 2, NRAS  -  neuroblastoma ras viral (v-ras) oncogene homolog, NUDT7  -  nudix (nucleoside diphosphate linked moiety x)-type motif 7, SIDT2  -  sid1 transmembrane family, member 2, TMEM63A  -  transmembrane protein 63a, SPG11  -  spastic paraplegia 11 (autosomal recessive), SLC2A12  -  solute carrier family 2 (facilitated glucose transporter), member 12, NMB  -  neuromedin b, SFXN5  -  sideroflexin 5, IFT74  -  intraflagellar transport 74 homolog (chlamydomonas), MYO19  -  myosin xix, KIAA0226  -  kiaa0226, SEC62  -  sec62 homolog (s. cerevisiae), CEP290  -  centrosomal protein 290kda, TLR4  -  toll-like receptor 4, COMMD3  -  comm domain containing 3, TMF1  -  tata element modulatory factor 1, TMSB4X  -  thymosin beta 4, x-linked, NFKBIA  -  nuclear factor of kappa light polypeptide gene enhancer in b-cells inhibitor, alpha, SLC40A1  -  solute carrier family 40 (iron-regulated transporter), member 1, FRK  -  fyn-related kinase, PIK3R4  -  phosphoinositide-3-kinase, regulatory subunit 4, IFT140  -  intraflagellar transport 140 homolog (chlamydomonas), PHACTR2  -  phosphatase and actin regulator 2, NEU1  -  sialidase 1 (lysosomal sialidase), GCC2  -  grip and coiled-coil domain containing 2, RPL13A  -  ribosomal protein l13a, TERF2  -  telomeric repeat binding factor 2, SNX18  -  sorting nexin 18, LEPROTL1  -  leptin receptor overlapping transcript-like 1, SEC61G  -  sec61 gamma subunit, TFRC  -  transferrin receptor (p90, cd71), ATP6V0A2  -  atpase, h+ transporting, lysosomal v0 subunit a2, SLC45A1  -  solute carrier family 45, member 1, CLINT1  -  clathrin interactor 1, PNPLA8  -  patatin-like phospholipase domain containing 8, NDUFA9  -  nadh dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kda, TGFBR2  -  transforming growth factor, beta receptor ii (70/80kda), SLC25A44  -  solute carrier family 25, member 44, SYTL3  -  synaptotagmin-like 3, SYTL4  -  synaptotagmin-like 4]	NA
GO:0051234	KDELR1
GO:0051234	TTC26
GO:0051234	STARD3
GO:0051234	SLC35G1
GO:0051234	GDI1
GO:0051234	SEC61B
GO:0051234	ERP29
GO:0051234	ACACB
GO:0051234	TMED10
GO:0051234	DHRS4
GO:0051234	SLC8B1
GO:0051234	ACO1
GO:0051234	GLA
GO:0051234	ACOX1
GO:0051234	PLS1
GO:0051234	GJB1
GO:0051234	LOH12CR1
GO:0051234	GJA1
GO:0051234	PLCG2
GO:0051234	B4GALT1
GO:0051234	PLD1
GO:0051234	ACOX2
GO:0051234	ATP8B4
GO:0051234	ACOX3
GO:0051234	CTSA
GO:0051234	PICALM
GO:0051234	ACTN4
GO:0051234	ADAM10
GO:0051234	MALT1
GO:0051234	YIF1A
GO:0051234	FZD4
GO:0051234	PPARG
GO:0051234	PPARD
GO:0051234	USP9X
GO:0051234	ADD3
GO:0051234	ADD1
GO:0051234	MOSPD2
GO:0051234	HPSE
GO:0051234	SNAP47
GO:0051234	GM2A
GO:0051234	PGRMC1
GO:0051234	PRKAA2
GO:0051234	CDK5RAP2
GO:0051234	AP1G1
GO:0051234	AP5M1
GO:0051234	CACFD1
GO:0051234	FUCA1
GO:0051234	SRGN
GO:0051234	FUCA2
GO:0051234	ADRBK1
GO:0051234	AGL
GO:0051234	NOSTRIN
GO:0051234	KIF3A
GO:0051234	PPP3CB
GO:0051234	GAA
GO:0051234	PCID2
GO:0051234	PPP3CA
GO:0051234	LMBRD1
GO:0051234	WWP1
GO:0051234	TBC1D23
GO:0051234	RER1
GO:0051234	PPP1R10
GO:0051234	RAPGEF4
GO:0051234	ALAD
GO:0051234	SLC39A7
GO:0051234	ABCD1
GO:0051234	IWS1
GO:0051234	PEX26
GO:0051234	SLC30A6
GO:0051234	PROS1
GO:0051234	KDELR3
GO:0051234	NPLOC4
GO:0051234	ALDOC
GO:0051234	GABRG1
GO:0051234	SLC35D2
GO:0051234	GABRG2
GO:0051234	OSBPL1A
GO:0051234	CDC37L1
GO:0051234	AMBP
GO:0051234	GABRB3
GO:0051234	IFT88
GO:0051234	RAB31
GO:0051234	GRTP1
GO:0051234	LMBR1L
GO:0051234	BIN1
GO:0051234	OSBPL9
GO:0051234	OSBPL5
GO:0051234	NR4A3
GO:0051234	ANXA1
GO:0051234	SLC27A2
GO:0051234	SLC25A4
GO:0051234	TOMM6
GO:0051234	SLC27A3
GO:0051234	ANK3
GO:0051234	PRKAG1
GO:0051234	PARK2
GO:0051234	SNF8
GO:0051234	GSTP1
GO:0051234	TMEM38B
GO:0051234	GSN
GO:0051234	APOC1
GO:0051234	ANXA11
GO:0051234	NIPA1
GO:0051234	CENPQ
GO:0051234	ANXA6
GO:0051234	SEC61A2
GO:0051234	CHP1
GO:0051234	AQP3
GO:0051234	P2RX4
GO:0051234	VPS13D
GO:0051234	SCARA5
GO:0051234	AQP7
GO:0051234	ABCC6
GO:0051234	VPS37B
GO:0051234	AAGAB
GO:0051234	ARCN1
GO:0051234	TRIM23
GO:0051234	ARF3
GO:0051234	ARL4D
GO:0051234	FURIN
GO:0051234	ARF4
GO:0051234	MAP1S
GO:0051234	GOLPH3L
GO:0051234	APOD
GO:0051234	AKAP13
GO:0051234	PAK1
GO:0051234	SLC38A10
GO:0051234	SHROOM2
GO:0051234	CANT1
GO:0051234	PDGFA
GO:0051234	C14orf79
GO:0051234	NISCH
GO:0051234	TRAPPC6B
GO:0051234	ARL1
GO:0051234	ARSA
GO:0051234	ARRB1
GO:0051234	SLC52A2
GO:0051234	HAS2
GO:0051234	ASNA1
GO:0051234	ACOT4
GO:0051234	TTC8
GO:0051234	PCM1
GO:0051234	SLC30A3
GO:0051234	SLC51B
GO:0051234	SLC30A4
GO:0051234	ASPH
GO:0051234	PCSK5
GO:0051234	ERLIN2
GO:0051234	CDC37
GO:0051234	ANO10
GO:0051234	HDLBP
