SYMBOL	logFC	logCPM	PValue	FDR	tests	ENTREZID
TFPI2	-1.122046277825953	9.153616278661593	8.527651147779587e-188	4.1427879446955034e-185	-1	7980
RASSF2	2.3096242369852185	5.980264252829188	8.302898515333885e-188	4.1427879446955034e-185	1	9770
FLRT3	-2.771169504174807	5.11716724168792	1.109337290300651e-179	5.220818622477439e-177	-1	23767
ITPK1	2.2679707721558158	5.941076595591216	2.2649070539905338e-179	1.0336212191847703e-176	1	3705
SEPT7	1.4709646526115772	7.236065106275626	7.806095654867257e-176	3.45764119300885e-173	1	989
TNFRSF21	-1.3127541198463177	7.369825663581166	2.1094707748405935e-168	9.07675139117124e-166	-1	27242
CD24	1.3114344819382509	7.784386522695344	3.2854096295159912e-167	1.3743963616808565e-164	1	100133941
RSL24D1	1.2795327570936146	7.644703704127921	1.4661244708378278e-166	5.96752284616694e-164	1	51187
DHCR24	-1.3353821162010289	7.233351337611805	4.887608777650242e-166	1.937036531352964e-163	-1	1718
PHLDA1	-1.3009177411421782	7.245226227094896	8.62337844128908e-166	3.329950751943937e-163	-1	22822
COL3A1	1.3175898166854962	7.583070118867157	7.371878147188932e-164	2.7755121224166335e-161	1	1281
HIPK3	-1.3555973896505253	7.227034081918131	3.655543979983956e-158	1.3427437155745943e-155	-1	10114
ATP5G1	1.977537626754917	6.3078761994631085	2.237131165375244e-157	8.021713178702659e-155	1	516
DCP2	-1.4572882714977768	7.1547035666349394	2.3376631803844736e-157	8.187257557346553e-155	-1	167227
C12orf75	2.068429164556117	6.2099102031291915	2.921585419661391e-152	9.9997900954774e-150	1	387882
TBL1XR1	1.2882835461898945	7.49095372826635	7.791219246611979e-152	2.607461374532809e-149	1	79718
KRT80	1.2287517725091277	7.511615372904649	9.340832412275152e-152	3.0581073071492133e-149	1	144501
DUSP16	-1.229307980510487	7.433614670965349	1.535746358401763e-146	4.9209234377724575e-144	-1	80824
LGALS1	1.5868210953806947	6.6074921796102055	3.890088802120343e-146	1.220515361665258e-143	1	3956
EPHB2	3.4316353086376354	4.849737900069739	1.8286888502105537e-144	5.620419200851209e-142	1	2048
HSPA2	-1.7412383406622751	6.174901664838099	8.390415845893695e-144	2.5271932527831808e-141	-1	3306
COL4A1	1.1627885899583648	7.767876858759151	4.390912399251652e-143	1.2966106026025472e-140	1	1282
EDN1	-2.0265605512715896	5.65507176895678	6.32004598392417e-140	1.8303825484211154e-137	-1	1906
AKR1C3	-0.9211437265904069	9.845019582137947	6.39399842904956e-139	1.8168606856884217e-136	-1	8644
CES1	-6.12532672781433	3.441010925325771	1.5396326563891957e-135	4.293864408374316e-133	-1	1066
KRT10	-1.6314243266209083	6.155204398396379	2.2786630668844367e-133	6.239393779505382e-131	-1	3858
GLO1	1.100175393209706	7.788697859309312	2.1238267905635918e-132	5.711577047479945e-130	1	2739
ERRFI1	-0.9988325565745795	8.161804931411535	4.640230356501007e-131	1.2259977047176348e-128	-1	54206
CCDC80	2.678598676236218	4.891462794086689	4.272232478333391e-130	1.1093072607534627e-127	1	151887
TGFB1	1.1409660339326546	7.630297420387425	7.042906448846556e-129	1.7977317138920195e-126	1	7040
MAFK	-1.3900179204469276	6.661118664565249	6.876078924364215e-128	1.7258958100154174e-125	-1	7975
IDI1	-1.1058050677421212	7.650265698591438	3.5457428587514274e-127	8.753915975868278e-125	-1	3422
TPM1	1.114540917090451	7.863611789845941	9.467365849774113e-127	2.29965370479997e-124	1	7168
FNDC3A	-1.4425557126845212	6.562305575599077	2.541389536472347e-126	6.075131177662465e-124	-1	22862
GPRC5A	-1.0904115731590245	7.265793389943168	3.480477130650537e-125	8.189997748062044e-123	-1	9052
ST6GAL2	6.082457298321385	3.5798058848168863	5.353045408556463e-122	1.2402594438901587e-119	1	84620
ASNS	1.0983293039168758	7.395334095673086	4.453257970809186e-121	1.0161525006119146e-118	1	440
GALNT10	0.991636549949001	8.045838863726015	3.451361853513267e-116	7.75783724088206e-114	1	55568
ALDH1L2	1.0329808504029274	7.681512938912671	3.1555000491673054e-114	6.9885045206558245e-112	1	160428
CAV2	1.9858993642846996	5.733272034487641	2.2487126681353896e-113	4.9080598234955025e-111	1	858
PLS3	0.8776681226255107	9.245672147037283	3.2736373094059922e-111	7.042996839950603e-109	1	5358
PLOD2	0.9761281636178539	8.206632650269183	8.313825222050762e-111	1.763467716113866e-108	1	5352
FAM46A	-1.2780105619289372	6.357196024995241	6.746668896718211e-110	1.4111782442302256e-107	-1	55603
KDM5B	-0.9205649472456109	8.10153033051367	3.492399288367429e-108	7.204867572988146e-106	-1	10765
FASN	-0.8222334021391818	9.849567567641406	6.230807569936929e-108	1.2680535405844617e-105	-1	2194
SPDL1	1.0237617071814882	7.6699690932153795	1.6476589266668834e-107	3.308499124747101e-105	1	54908
CYB5B	-0.9069016173246739	8.378591373964298	1.98751117887151e-107	3.938410309711176e-105	-1	80777
H19	-4.595720079127372	3.5373288108416068	3.2623988826890214e-107	6.380743788739827e-105	-1	283120
ANXA1	-0.7814833824238077	10.243692633058295	5.20811862658793e-105	1.0055675194412081e-102	-1	301
RHOBTB3	1.052399649891381	7.2588270110883455	6.393227590440631e-105	1.2187595887599477e-102	1	22836
FDFT1	-0.9345101066401537	7.873420821434758	5.435375588679238e-104	1.0232094545688664e-101	-1	2222
MYBL1	1.7598219337459418	5.698980108344769	1.0920403572889918e-103	2.030386145774348e-101	1	4603
INSIG1	-1.26839361473698	6.6445798595243435	5.000444501588931e-103	9.183743194381623e-101	-1	3638
CYP4F11	-1.2610477568588834	6.505365130933687	4.936033912336349e-101	8.956225387925953e-99	-1	57834
SQLE	-0.9119155844447173	8.044354530711203	2.231282401372441e-100	4.000370591032019e-98	-1	6713
PRSS23	-0.8502683521767015	8.36450336071305	7.30564355000329e-100	1.29180288900118e-97	-1	11098
DEK	0.9003998707085671	8.308500629099155	7.376829246620284e-100	1.29180288900118e-97	1	7913
COL18A1	1.7666832553267837	5.989187000815912	1.431855788625823e-99	2.478591744448838e-97	1	80781
TGFBI	1.069881031805084	6.978770955366955	1.666450372571428e-99	2.851902569423375e-97	1	7045
VIM	0.7765519373790046	10.061851744337448	1.7785315731587457e-99	3.0095152237944606e-97	1	7431
TNPO1	-0.8422032971817062	8.624756799360268	2.0107339705265956e-99	3.3646281773478366e-97	-1	3842
MORC4	1.0830787692487334	7.216718473140981	1.8244804322614253e-97	2.9865951423757673e-95	1	79710
LOXL2	1.452966638985026	6.436324666875446	2.3136403650634137e-97	3.746604720199464e-95	1	4017
GJA1	-0.8456570933110237	8.492531396432922	1.56267509285165e-96	2.503604989185728e-94	-1	2697
ITGAV	-0.8823246794313229	8.254739654053056	8.378359889536002e-96	1.3281905256464443e-93	-1	3685
IER3	-1.1002143131342266	7.029244741917585	8.915757603221209e-96	1.3986594740053271e-93	-1	8870
AKR1C2	-0.7410854837112781	11.450765576297309	5.1381638359207995e-95	7.977396635976004e-93	-1	1646
KRT8	-0.7463793953887726	11.188816724806601	1.6615974760471478e-93	2.553434488701026e-91	-1	3856
TP53	1.1455333120775202	6.90465899095069	4.344538494477524e-93	6.608964618871869e-91	1	7157
RTN4RL2	-0.8832514696557171	8.355567193839672	4.802122682635006e-93	7.231996760048322e-91	-1	349667
NT5E	1.9364444200757145	5.227977083151691	2.5893848198368425e-90	3.8610035036379047e-88	1	4907
FOXP1	1.2861736281325624	6.338507481613872	4.047626138587615e-89	5.976200945797009e-87	1	27086
CPNE1	0.9820017201757234	7.278767941945353	6.736101694831232e-89	9.849096264481395e-87	1	8904
FOXC1	-1.7532636412786446	5.201568305214643	1.078319206969686e-88	1.5466178339965221e-86	-1	2296
NOTCH3	-1.0852260246630996	6.722577944843068	2.950170715956785e-88	4.191468960595206e-86	-1	4854
AKR1B10	0.724482584749208	10.622253897752627	3.5669396762916803e-88	5.020384254668477e-86	1	57016
DUSP4	-0.9264908679295314	7.291489182701486	1.3129626962291936e-87	1.8308535375195982e-85	-1	1846
PLEKHH2	-2.2562594090706383	4.462384568284169	7.100191596718381e-87	9.80998949051182e-85	-1	130271
PKP4	1.1889332924829097	6.60661788907883	1.8624284642710445e-86	2.549833879265629e-84	1	8502
SPP1	-0.7849447315082971	8.537099248880715	3.2211279798656825e-86	4.370287151061007e-84	-1	6696
PSAT1	0.8161962718916116	8.313449617493154	5.534616877129916e-86	7.44208305085505e-84	1	29968
FDPS	-0.9298671097752959	7.377679863069281	1.0144806367827501e-85	1.3520423353936477e-83	-1	2224
C3	-1.9918158267378412	4.7961815332483715	1.0623737888568583e-85	1.4034516894898495e-83	-1	718
RBMS2	1.127195420297357	6.800983009431913	1.68495907297388e-85	2.2065637946944895e-83	1	5939
CHML	-0.8127242709552511	8.258639177556137	3.1714908987970507e-85	4.117470080679618e-83	-1	1122
S100P	-2.476078244856267	4.058118008308584	1.8477335757800147e-84	2.3783647565168396e-82	-1	6286
FAM129A	1.414684216824154	5.76303338924061	7.169380939058867e-84	9.150074317137845e-82	1	116496
SEMA3E	2.9629007642302994	4.288095975738925	1.094517808358219e-83	1.3851628734348552e-81	1	9723
GLP2R	-1.1503318662885689	6.312972281961195	5.7055740440340696e-83	7.160495425262757e-81	-1	9340
MYOF	0.7903356233136928	8.61143400701552	2.532116078170397e-82	3.1515428212600137e-80	1	26509
AGFG1	-0.9717368788921805	7.242987473515519	3.4465449580113525e-82	4.254505497348438e-80	-1	3267
AP1S3	1.3240123285022534	6.143709111617213	7.983693214438512e-82	9.77515608206862e-80	1	130340
CYP51A1	-0.7813511250732216	8.177568144428845	8.189107017731849e-81	9.945802555406586e-79	-1	1595
UNC13A	-1.840341998624995	5.183049224703902	9.089231153487996e-81	1.095070569372234e-78	-1	23025
PHGDH	0.9345775891875266	7.188984370913711	1.7903245514384078e-80	2.1398641067192394e-78	1	26227
TUBB3	1.1512735685525692	6.613804969064427	1.1263308008725803e-79	1.335633217412681e-77	1	10381
SMARCC1	-0.936603673245213	7.416899528710303	1.4215500759873777e-79	1.659577065455032e-77	-1	6599
FLNB	0.741976925970062	9.020663748527255	1.5503118910793798e-79	1.795976698435035e-77	1	2317
DDIT4	0.8294625992346275	8.246766705788373	3.4823346622852515e-79	4.003355726260754e-77	1	54541
SRGN	-0.8321508318584286	7.7142991595264085	3.604474040955978e-79	4.1123772012725005e-77	-1	5552
WDR77	-1.5875928623433155	5.887626295985836	4.10758228206534e-79	4.651142042699551e-77	-1	79084
WDFY1	1.1569335034279091	6.394972084994289	4.305904307169104e-78	4.839322303430353e-76	1	57590
RPL22L1	1.0225081833203267	6.801734703670109	1.1944372240246355e-77	1.3324610810230375e-75	1	200916
CDH17	1.5477324961486172	5.148538101575987	1.286559292241829e-77	1.4246752162619078e-75	1	1015
KRT18	-0.6931031025634089	11.231688748203025	3.564868501344251e-76	3.918753257682075e-74	-1	3875
ARL6IP1	0.7103506819640039	9.010512720786606	6.015539786323039e-76	6.564784723335141e-74	1	23204
NR4A1	-1.2469875758108206	5.820816503172708	4.887238055908737e-75	5.2950938936680283e-73	-1	3164
IL18	-0.9692846419392435	6.700732319055535	6.709669066998853e-75	7.217686867785905e-73	-1	3606
NCOA3	-0.8270594789738333	7.6283774906629915	8.995368266754373e-75	9.607818872150414e-73	-1	8202
TMTC3	0.9635774050085246	7.207560720182306	3.4053596232672428e-74	3.611599713127091e-72	1	160418
NR2F2	-0.954976809255368	6.934606094846897	3.8406046828464426e-74	4.0447207359207985e-72	-1	7026
JUP	-1.0292452110667554	6.579613475659539	7.210835103531815e-74	7.541331712443691e-72	-1	3728
DHCR7	-0.8579670200773987	7.394613039714185	1.9248538158463192e-73	1.9991929976996933e-71	-1	1717
PLA2G4A	-1.0711267584183999	6.262639564574528	2.0713885676451466e-73	2.1366514951188964e-71	-1	5321
ELOVL2	0.9968095131773066	6.794338107941819	7.877865638936662e-73	8.07079296070654e-71	1	54898
MVD	-1.467935297213913	5.5452822371928985	1.2428306529844947e-72	1.2646641644558446e-70	-1	4597
CDH2	0.879244807266383	7.301630517402627	1.962686286351161e-72	1.9837621122448644e-70	1	1000
LIF	-1.1276236185798025	6.470147896895528	1.1790012640705138e-71	1.183717269126796e-69	-1	3976
UNC5D	-1.4952253653252419	5.116121942808538	1.640969429612405e-71	1.6366224907260144e-69	-1	137970
MAPK6	0.8666862500077563	7.5866072453092785	3.127607051909385e-71	3.0988001448523245e-69	1	5597
SERPINE2	2.3653186355886677	4.508070491232884	4.07034584615016e-71	4.0064972838576097e-69	1	5270
TXNRD1	-0.645609919269624	11.197965031441353	5.759760878950986e-71	5.632597327078043e-69	-1	7296
PREPL	-0.8901874562350114	7.027806333687368	6.50650249428068e-71	6.321801778314001e-69	-1	9581
PERP	-0.7069661922854825	8.386098137654027	1.4505132565829234e-69	1.4003031823165914e-67	-1	64065
CDC42EP3	1.8534074246282073	5.173467936714986	1.4783325430469805e-69	1.418069305623409e-67	1	10602
SCARA3	-1.2036310153796719	6.0298893494691	1.7043413750395413e-69	1.624517791651614e-67	-1	51435
ANXA3	1.2912449694954329	6.085948989832701	2.078357089160137e-69	1.96855709199696e-67	1	306
MARC1	-1.1111394133315444	6.053974989288739	5.427689761864256e-69	5.1088129883547305e-67	-1	64757
COL12A1	1.1760294870272126	6.517965393039631	1.3310755618403505e-68	1.2450930410755078e-66	1	1303
HPD	-2.211914653561497	4.002999439463872	1.7566124585328822e-68	1.6329989892287168e-66	-1	3242
IDH1	-0.7104558611417683	8.30502473472454	5.300049953276785e-68	4.896855969101127e-66	-1	3417
CLDN2	3.228610774061218	3.72531329952188	8.972165875210412e-67	8.239074273211511e-65	1	9075
KIF3A	-1.3699370910969972	5.769921955519939	3.3710216453662425e-66	3.0768233926797335e-64	-1	11127
MMGT1	-1.0015422361295576	6.640423877246973	4.0205302049100045e-66	3.647541258189439e-64	-1	93380
FOSL2	1.0739096004095294	6.573612234697826	5.013252700886998e-66	4.520933273973545e-64	1	2355
LGR4	-0.6626261234906483	8.91301858960486	1.0420715768141168e-65	9.341427349297975e-64	-1	55366
AKIRIN1	-1.0061140425114938	6.7498344013850815	1.314233964748261e-65	1.1711457697697523e-63	-1	79647
CD46	-0.6627870608646093	8.580434330687787	1.8645923681602095e-65	1.6518094743819272e-63	-1	4179
KYNU	-0.7797818071949232	7.61900412118224	2.907402083976633e-65	2.5456671735283775e-63	-1	8942
FMN1	-1.0666643123977937	5.971865635806099	4.8296368748833096e-65	4.2042966090024667e-63	-1	342184
EEF1A2	0.7269812710892892	8.272190450690289	5.421468008387049e-65	4.692374034845342e-63	1	1917
PDK4	-0.8670788180538134	6.911143904801165	6.5620837309623835e-65	5.64714177075963e-63	-1	5166
PRPF4B	0.8342003642119735	7.443344943251397	9.00183581909098e-65	7.702707240653988e-63	1	8899
NUPR1	1.739426438420157	4.8731482282894065	9.800019688772517e-65	8.338321836887801e-63	1	26471
ATP2B4	1.2574931275781618	5.810631984166989	1.682073021624294e-64	1.4231471744753856e-62	1	493
AREL1	-1.1679272018480285	6.244237884221503	1.7235229433588653e-64	1.4500701411723194e-62	-1	9870
ABCA1	2.0085169310587867	4.78547196452045	1.958752047998698e-64	1.6388225468255776e-62	1	19
FHL1	-1.5174877256492665	5.308093437694395	2.1115917789546843e-64	1.7569376901136757e-62	-1	2273
TMEM64	-1.1209420998068766	6.21472856361788	2.2219991429476495e-64	1.838643246856681e-62	-1	169200
AKR1B1	0.6847414332285386	8.50865711720712	5.8030939858104117e-64	4.775660952257093e-62	1	231
OSGIN2	-0.7107945905295173	8.094559870000104	5.853005578016059e-64	4.790557826354448e-62	-1	734
GLIS3	-0.8909893809523425	6.812834211839744	2.1264093663859405e-63	1.731012165284987e-61	-1	169792
KIAA1549L	2.0337863267051857	4.684679579366745	2.9131832571853376e-63	2.3587387017855466e-61	1	25758
MALAT1	-0.7076242566975679	11.936001164193433	3.666633235149503e-63	2.9529142524786904e-61	-1	378938
RAB11FIP1	0.9702430400545112	6.729506123070239	1.0377056334337823e-62	8.312684489102536e-61	1	80223
GABARAPL1	-1.523609082964965	4.980299470352754	1.0814307950708954e-62	8.617115224215707e-61	-1	23710
MTMR1	1.2679600632738848	5.969902447079148	1.284891236553855e-62	1.0184453696053188e-60	1	8776
HNF4A	1.5789933337973472	5.026056729130184	2.7369801704259414e-62	2.1580587102939618e-60	1	3172
TXNDC12	1.295530966124979	5.8605013665968215	5.075778581201648e-62	3.9813138246300406e-60	1	51060
SEMA4B	1.3900436934065201	5.551492925003721	1.4431122923002002e-61	1.1260762239399492e-59	1	10509
TOB1	-1.0371931207574179	6.273168406753148	3.616004664136038e-61	2.807063414530347e-59	-1	10140
GNG12	0.7591043844283937	7.821949413300885	3.849228475914783e-61	2.9727887613988016e-59	1	55970
FAM196B	3.210905664046684	3.2186540716757466	3.9320186372357536e-61	3.021234728406657e-59	1	100131897
EPB41L1	-0.9142131315005008	6.480068044434212	1.0570955862247011e-60	8.08114696880406e-59	-1	2036
ITGBL1	2.043693806137392	4.477572660740368	2.1343116392353172e-60	1.623370368024438e-58	1	9358
CCDC34	-1.1507389207878869	5.901987496816171	2.6453438560668336e-60	2.001953692078719e-58	-1	91057
CYFIP2	1.463018199409545	5.473116691544148	3.6155394121702644e-60	2.7225011773642093e-58	1	26999
CEBPG	0.9007622414595791	6.87923298601924	8.344369853468951e-60	6.252050248420018e-58	1	1054
ATL3	0.745831365359052	7.742342936839199	8.860222336557065e-60	6.605690514284623e-58	1	25923
RGS2	0.8784807747101127	7.334515798832766	9.750246515979798e-60	7.233434114810627e-58	1	5997
HPGD	2.079795283923605	4.499465803396061	1.0112691386540618e-59	7.465545700063812e-58	1	3248
SAR1A	-0.8473879102269226	7.188007766943938	1.3917901427912932e-59	1.0224565634359452e-57	-1	56681
SH3RF1	1.0769369461398162	6.315317075155031	5.495979273452386e-59	4.0179343620481987e-57	1	57630
JADE2	1.1485201941533074	6.073384388141512	9.800682511442714e-59	7.130351624267016e-57	1	23338
PHLDB2	1.1998794943869837	5.910021064622867	1.1629184651131152e-58	8.379689992633263e-57	1	90102
HSPH1	-0.6529311338013588	8.60309620216255	1.5235312327034152e-58	1.0925895411673063e-56	-1	10808
GNAI1	-0.9510202621970721	6.497612932984905	1.9164368599874032e-58	1.3678454555170754e-56	-1	2770
MTHFD2	0.6460243151771543	8.417721232546578	2.3789949933860313e-58	1.6899841792638508e-56	1	10797
NAV2	4.567687561270187	2.6873453638984013	4.204073490644384e-58	2.972457594793634e-56	1	89797
PACS1	0.7888477295292936	7.131939138126626	5.1658270350176895e-58	3.6353904274470286e-56	1	55690
FERMT2	0.9964013533220909	6.450750832904086	1.5067887005125494e-57	1.0554529223125117e-55	1	10979
LRRC75A-AS1	0.6399327841256593	8.658247968459978	1.74459854994169e-57	1.2163728778760121e-55	1	125144
CDC20	0.7441014423132857	7.663961917281834	2.1771362807924318e-57	1.5109526446421202e-55	1	991
LPCAT1	0.8646396291451593	7.070010663963075	2.96861297923694e-57	2.050794104004969e-55	1	79888
EAF1	-1.3581279023112294	5.528007566477806	3.9977258712524577e-57	2.7491210785873073e-55	-1	85403
RBMS1	-0.9051860513892627	6.6954615916060005	1.4450118961998321e-56	9.847004143334603e-55	-1	5937
WEE1	-1.1381555294595787	5.980343641337072	2.2585299960898246e-56	1.532137916266341e-54	-1	7465
VLDLR	1.5954106894465945	4.894736515871485	3.9468817725993685e-56	2.665472623109707e-54	1	7436
PGRMC1	-0.7243278795298673	7.567352937393192	6.576633442796011e-56	4.421611591451248e-54	-1	10857
PLEK2	1.9634079780746452	4.409480564783069	7.120527374418884e-56	4.76600632261104e-54	1	26499
RIN2	1.468522297714206	5.238387222722883	1.2522108879792626e-55	8.344378749100748e-54	1	54453
EPHA3	-0.7104056442055897	7.37208044634878	1.5297783824313273e-55	1.0149102396218412e-53	-1	2042
PRELID1	0.7701090128648841	7.370838687937409	2.5957006093377925e-55	1.714528560378384e-53	1	27166
TTC17	-0.8907354587442664	6.715725995055089	4.315877489237139e-55	2.8383019645376127e-53	-1	55761
NFIB	0.9681301349957229	6.4706759180362905	8.446774038110637e-55	5.53080073973679e-53	1	4781
NEURL1B	2.2914725733444903	3.9382604696637444	2.903129126210791e-54	1.8926893783867757e-52	1	54492
BLOC1S6	1.2113945652942142	5.70355518332964	3.8019635358046306e-54	2.467998743500765e-52	1	26258
ZFAND5	-0.6870203734229064	7.7152335590399375	4.305317352988721e-54	2.782750186094855e-52	-1	7763
SQSTM1	-0.5789768512188969	9.423264942499944	2.0183446483031337e-53	1.2989859146771453e-51	-1	8878
GNG4	1.812278958926581	4.471119710760649	2.78529766771318e-53	1.7849609734366165e-51	1	2786
ADGRG1	1.250173151715972	5.507044248212375	3.9862118675395906e-53	2.5437436747943316e-51	1	9289
CCND3	-0.7871090734441298	6.956747674898412	5.716700091658783e-53	3.6326372734338085e-51	-1	896
ARHGAP23	-1.5777890630795546	4.918075504440886	9.108397416022257e-53	5.763548953163665e-51	-1	57636
ELK3	0.8340636188970058	6.8103123614426915	1.025583880376813e-52	6.462465790156822e-51	1	2004
OAS1	-0.9231817665232489	6.0903736945843585	1.265984305463216e-52	7.944051516781681e-51	-1	4938
FNDC3B	-0.7312783714544998	7.4055556752100395	1.3273053532106238e-52	8.294281584793357e-51	-1	64778
PPTC7	-1.2389364086329253	5.642327325824963	2.429830959843488e-52	1.5121179444315266e-50	-1	160760
USP9X	-0.5821281368871266	8.961816758976687	8.059951818050598e-52	4.995180015631358e-50	-1	8239
HNRNPUL1	0.5869201306005767	9.021003004347609	9.282411536998702e-52	5.729226137180345e-50	1	11100
TDP2	-0.7348958258842333	7.167643323672289	1.201414885887724e-51	7.38502374753842e-50	-1	51567
ZBTB41	-0.8060008818452065	6.880966070179181	1.2883140988407292e-51	7.886996068512755e-50	-1	360023
MGAT5B	1.7212229585745729	4.5447650738760705	1.3200163424353699e-51	8.0483587518529e-50	1	146664
IRS1	-0.8688540319063086	6.619338253830223	1.701857807142965e-51	1.0334668780473002e-49	-1	3667
TEAD1	-0.5833353300405045	8.846882173169806	1.962769300484163e-51	1.1871207094494575e-49	-1	7003
AHNAK	0.5913240406084136	9.537156658229748	2.2076119883118048e-51	1.329865461759031e-49	1	79026
FRK	-1.6223607401182092	4.6660255680611415	2.3607750002290607e-51	1.416465000137436e-49	-1	2444
VGLL3	0.6939467767134079	7.4961487210143485	4.3241356897747785e-51	2.5841858526987375e-49	1	389136
ATP2B1	-0.6085187026000646	8.563665903769323	4.427328798944338e-51	2.6353980913874194e-49	-1	490
BTBD11	2.3708543190366527	3.7026421606083013	5.554672193942069e-51	3.2934394976680125e-49	1	121551
OTUD4	-0.8998670679856284	6.572431099773176	8.25384597063179e-51	4.874624326184892e-49	-1	54726
FGL1	-1.1896173569986794	5.2806856008235705	1.1713104390251154e-50	6.890599692077436e-49	-1	2267
VPS37A	-0.9414807058662779	6.284397648348221	1.5176417676541636e-50	8.893262654035684e-49	-1	137492
NAMPT	-0.6434943644203037	7.829457775833998	2.5964469875279824e-50	1.515600450859357e-48	-1	10135
PDE4D	-0.6185128376176497	8.263162028780306	2.672400292371101e-50	1.5539130657570958e-48	-1	5144
PEG10	-0.5395264116198026	10.145693226823463	4.524141667060091e-50	2.6132514629183135e-48	-1	23089
TPM4	0.5941023102336781	8.744085474314087	4.528941778364406e-50	2.6132514629183135e-48	1	7171
MAP7	1.769468707939863	4.258222069212105	4.598641789893069e-50	2.6433414257934965e-48	1	9053
ACSS2	-1.5520760594720062	4.673633205256365	4.695480343262332e-50	2.688742736484058e-48	-1	55902
SLC16A4	-0.5932479038542824	8.517319847713752	1.1407304205477716e-49	6.507348535397515e-48	-1	9122
ACAT2	-0.8378548307293415	6.640361594462298	1.151265921258422e-49	6.542665952510126e-48	-1	39
MRPL17	-1.1021517979180186	6.0235397559104475	3.6739049729771256e-49	2.080037928309606e-47	-1	63875
ELF3	-1.0284156012008225	5.745953270250882	6.4144166891313754e-49	3.6045192290417366e-47	-1	1999
PIP5K1A	-0.7572674847948263	7.109570587734202	1.1157481754529317e-48	6.246530677442808e-47	-1	8394
GPT2	1.19116026618866	5.5460336691846726	1.6329825045452266e-48	9.108413525352263e-47	1	84706
BCAT1	0.5783872895196275	8.83017985390314	1.7650040269856056e-48	9.80847256324842e-47	1	586
UACA	1.0117731212353684	6.022207402566307	2.69688027581036e-48	1.4931991527097062e-46	1	55075
GPD1L	1.5258439548976859	4.825793278228818	5.416436971483275e-48	2.9879685271259392e-46	1	23171
DICER1	-0.6997927658583575	7.633953837029399	5.770682174808946e-48	3.171769107759954e-46	-1	23405
PIEZO1	-0.6490611657728673	7.6864789671607285	9.994670991292487e-48	5.473445277413268e-46	-1	9780
RCC2	0.6528426503590797	7.694704596455708	1.325367955547517e-47	7.231899061791888e-46	1	55920
LBH	0.9132670349816363	6.0770300632685315	1.5113112158754908e-47	8.216731736853752e-46	1	81606
RYK	1.0856067885177096	5.946727199050633	2.0020231974345015e-47	1.0845492573152371e-45	1	6259
PTAR1	-1.002793445514478	6.213975629516382	2.477778266893176e-47	1.337467408581048e-45	-1	375743
TMEM56	0.9121550569723074	6.521806002961186	2.540212182025556e-47	1.366271266475174e-45	1	148534
